id,title,genre,date,key,title_imslp,notes,sources
678,Deutscher Segen,sacred songs,c. 1795–1798,D major,,,A-Sd A 603a (659000684)
679,Deutscher Segen,sacred songs,c. 1795–1798,D major,,,A-Sd A 603a (659000684)
680,Deutscher Segen,sacred songs,c. 1795–1798,B-flat major,,,A-Sd A 603b (659000688)
681,Lobgesang de Venerabili Sacramento,sacred songs,c. 1795–1798,C major,,,"A-Ssp Hay 1625.1, D-Mbs Mus. ms. 4144 (455022562)"
682,Wer nur den lieben Gott,duets,c. 1795–1798,C major,,,D-Mbs Mus.ms. 4290 (455023079)
683,"Wie lieblich ist doch, Herr",duets,c. 1795–1798,F major,,,A-Ssp Hay 1700.1
684,Auf die Auferstehung,sacred songs,c. 1795–1798,B-flat major,,,A-Sn VI.3
685,"Komm, heiliger Geist",sacred songs,c. 1795–1798,F major,,,A-Sd A 601 (659000682)
686,Stern auf diesem Lebensmeere,sacred songs,c. 1795–1798,F major,,,A-Sd A 604 (659000689)
687,Gekrönte Himmelskönigin!,sacred songs,c. 1795–1798,D major,,,A-Sd A 604 (659000691)
688,Improperium expectavit,offertories,c. 1798,G major,"Improperium_expectavit,_MH_688_(Haydn,_Michael)",,
689,Coppia si tenera,songs,c. 1798,A major,,,
690,Coppia si tenera,songs,c. 1798,A major,,,
691,Silenzio facciasi,songs,c. 1798,B-flat major,,,
692,Die Schweitzer,songs,c. 1798,E major,,,
693,12 Menuetti,minuets,1798-01-28,C major,,,
694,Deutsches Regina Coeli,antiphons,1798-03-30,F major,"Regina coeli laetare, MH 694",,
695,Tenuisti manum,graduals,1798-04-04,D minor,,,
696,"Alleluia, confitemini quoniam",graduals,1798-04-17,F major,,,
697,Der Obersulzer Wein,songs,1798-06-16,A major,,,
698,Die Wiedergenesung,songs,1798-06-20,F major,,,
698a,Ecce quam bonum,canons,1798-10-16,F major,,,
699,Adam hat sieben Söhn,canons,c. 1795–1799,F major,"Adam hat siebn Söhn, MH 699",,
700,Der arme Sünder,canons,c. 1795–1799,G minor,,,
701,Dulce loquentem,canons,c. 1795–1799,E major,,,
702,Dum loquimur,canons,c. 1795–1799,F major,,,
703,Ecce quam bonum,canons,c. 1795–1799,E-flat major,,,
704,Ehr sei dem Vater,canons,c. 1795–1799,A minor,,,
705,Es legte Adam sich im Paradies,canons,c. 1795–1799,A major,,,
706,Est! est! est!,canons,c. 1795–1799,G major,,,
707,Hätt i glaubt,canons,c. 1795–1799,F major,,,
708,Ich und Du,canons,c. 1795–1799,F major,,,
709,Die Mäßigkeit,canons,c. 1795–1799,C major,,,
710,"Mein Dämä, mein Fingä",canons,c. 1795–1799,F major,,,
711,Mi foppen,canons,c. 1795–1799,C major,,,
712,"O Mensch, gedenk",canons,c. 1795–1799,E-flat major,,,
713,O wie schmecket,canons,c. 1795–1799,F major,,,
714,"Plato, Cicero",canons,c. 1795–1799,F major,"Cato, Plato, Cicero, MH 714",,
715,Sein sanft wie ihre Seele,canons,c. 1795–1799,G major,,,
716,Sei stets bescheiden,canons,c. 1795–1799,F major,,,
717,Sie ist’s nicht wert,canons,c. 1795–1799,A minor,,,
718,"Tauch an, mein lieba Schiffmann",canons,c. 1795–1799,E-flat major,,,
719,Tempore mutantur,canons,c. 1795–1799,G major,,,
720,"Ut, re, mi, fa",canons,c. 1795–1799,C major,,,
721,Vinum latificat cor hominis,canons,c. 1795–1799,F major,,,
722,Vorgetan und nachgedacht,canons,c. 1795–1799,B-flat major,,,
723,Was i beim Tag,canons,c. 1795–1799,G major,"Was i beim Tag mit der Leiern gwinn, MH 723",,
724,Wer nicht liebt Weib,canons,c. 1795–1799,F major,,,
725,Wer nicht liebt Wein,canons,c. 1795–1799,G major,,,
726,Wer reines Herzens ist,canons,c. 1795–1799,G major,,,
727,Chor beim Vögelfangen,songs,c. 1795–1799,B-flat major,,,
728,Abendempfindung,songs,c. 1795–1799,D major,,,
729,Am Grabe,songs,c. 1795–1799,G minor,,,
730,An die Sonne,songs,c. 1795–1799,E-flat major,,,
731,Der Arme,songs,c. 1795–1799,F major,,,
732,Der Arme,songs,c. 1795–1799,F major,,,
733,Die Biene,songs,c. 1795–1799,E-flat major,,,
734,Der Bund,songs,c. 1795–1799,D major,,,
735,Dankt dem Herrn,songs,c. 1795–1799,G major,,,
736,Einladung zum Landleben,songs,c. 1795–1799,E major,,,
737,Eintracht,songs,c. 1795–1799,F major,,,
738,Es kann ja nicht immer so bleiben,songs,c. 1795–1799,A major,,,
739,An die Freude,songs,c. 1795–1799,C major,,,
740,Freundschaft! Wie heilig,songs,c. 1795–1799,D major,,,
741,Gehorsam ist die erste Pflicht,songs,c. 1795–1799,G major,,,
742,Gesund und frohen Mutes,songs,c. 1795–1799,C major,,,
743,"Grabe, Spaden!",songs,c. 1795–1799,G major,,,
744,Herbstlied,songs,c. 1795–1799,G minor,,,
745,Holde Sittsamkeit,songs,c. 1795–1799,B-flat major,,,
746,Ich bin ein Mädchen aus Schwaben,songs,c. 1795–1799,F major,,,
747,"Ja, Dämon",songs,c. 1795–1799,F major,,,
748,Judendglück,songs,c. 1795–1799,G major,,,
749,Das Kammerfenster,songs,c. 1795–1799,G major,,,
750,"Komm, lieber Mai",songs,c. 1795–1799,C major,,,
751,Könnt ich mein Liebchen kaufen,songs,c. 1795–1799,A major,,,
752,Lebensweisheit,songs,c. 1795–1799,A major,,,
753,Ein Lied von der Behutsamkeit,songs,c. 1795–1799,D major,,,
754,Ein Lied zur Prüfung für Schulkinder,songs,c. 1795–1799,B-flat major,,,
755,Ein Lied von der Geduld,songs,c. 1795–1799,F major,,,
756,Meine Grille,songs,c. 1795–1799,C major,,,
757,Mein Vergnügen,songs,c. 1795–1799,B-flat major,,,
758,Der Morgen im Lenz,songs,c. 1795–1799,F major,,,
759,Nacht und Still’,songs,c. 1795–1799,F minor,,,
760,Nichts ist schlauer als die Liebe,songs,c. 1795–1799,G major,,,
761,Pein der Liebe,songs,c. 1795–1799,C major,,,
762,Die Rose,songs,c. 1795–1799,F major,,,
763,"Rose, lass dich küssen",songs,c. 1795–1799,F major,,,
764,Scherzend unter Necktar-Küssen,songs,c. 1795–1799,D major,,,
765,Seufzer,songs,c. 1795–1799,A major,,,
766,Stille! Stille!,songs,c. 1795–1799,G major,,,
767,Der Tanzbär,songs,c. 1795–1799,A major,,,
768,Tischgebet,songs,c. 1795–1799,B-flat major,,,
769,Trinklied,songs,c. 1795–1799,C major,,,
770,Der Wechsel,songs,c. 1795–1799,A major,,,
771,Variations on Gott erhalte Franz den Kaiser,variations,1799,G major,,,
772,Tantum ergo,hymns,1799-03-20,C major,"Tantum ergo, MH 772",,
773,Tantum ergo,hymns,1799-03-25,C major,"Tantum ergo, MH 773",,
774,Der Invalid an seinen Fleischtopf,songs,1799-06-10,G major,,,
775,An alle Deutsche,songs,1799-06-11,E-flat major,,,
776,Zu ihr! Zu ihr!,songs,1799-06-11,A major,,,
777,Ständchen,songs,1799-06-23,E-flat major,,,
778,Ständchen,songs,1799-06-23,E-flat major,,,
779,Ständchen,songs,c. 1799-06-23,E-flat major,,,
780,Bierlied,songs,1799-07-07,F major,,,
781,Von ihr!,songs,1799-10-26,D major,,,
782,Das Landleben,songs,1799-11-24,B-flat major,,,
783,Die Seligkeit der Liebe,songs,1800,A major,,,
784,Abendlied,songs,1800-10-20,G major,,,
785,Der Sänger,songs,1800-04-11,E-flat major,,,
786,Der Sänger,songs,c. 1800-04-11,E-flat major,,,
787,Rundgesang beim Abschied eines Biedermannes,songs,1800-06-05,C major,,,
788,Josephe,songs,1800-06-25,A major,,,
789,Josephe,songs,c. 1800-06-25,A major,,,
790,Trinklied im Freien,songs,1800-09-08,F major,,,
791,Tischgebet aus der Schöpfung,songs,1800-10-06,E-flat major,,,
792,Laudate populi,offertories,1800-12-07,D major,"Laudate populi, MH 792",,
793,Debitam morti,offertories,1801-01-29,B-flat major,"Debitam morti, MH 793",,
794,Nach dem Abzuge der Franzosen,songs,1801-02-27,C major,,,
795,Nach dem Abzuge der Franzosen,songs,1801-03-01,C major,,,
796,Messa sotto li Titolo di Santa Teresia,masses,1801-08-03,D major,"Mass in D major, MH 796",see MH 797 for a second version of “In gloria Dei”,
797,In Gloria Dei Patris,masses,after 1801-08-03,D major,,later version of the fugue in MH 796,
798,Petite et accipietis,graduals,1801-08-08,B-flat major,"Petite et accipietis, MH 798",,
799,Magnus Dominus,offertories,1801-08-11,D minor,,,"A-KR D 23/302 (600176344), A-LA 1379 (603002660)"
800,Te Deum,te deum,1801-08-21,D major,"Te Deum, MH 800",“Non confundar“ originally appeared as “In gloria Dei” in MH 796,
801,Die Mutter an ihr Luischen,canons,c. 1801–1802,E major,,,
802,Elle avoit une beauté,canons,c. 1801–1802,C major,,,
803,Elle avoit une beauté,canons,c. 1801–1802,C major,,,
804,Le son de cloche,canons,c. 1801–1802,C minor,,,
805,Le vin blanc,canons,c. 1801–1802,E major,,,
806,Romanze,romances,c. 1802,F major,"Romance, MH 806",,
807,Der couragierte Schneidergesell,quodlibets,1802,C major,,,
808,"Sauf, du alter Gassenschlängel!",quodlibets,1802,F major,,,
809,Dixit Dominus,psalms,1802-01-27,D major,"Vesperae de Dominica, MH 809",,
810,"Alleluia, confitebuntur",graduals,1802-04-04,D major,"Alleluia confitebuntur coeli, MH 810",derived from MH 363,
811,Bußgesang in der Fastenszeit,sacred songs,1802-04-12,F major,"Bußgesang in der Fastenszeit, MH 592/811",instrumental accompaniment for MH 592,
812,Auf den Tod eines Hündchens,songs,1802-04-18,C major,,,
813,Auf den Tod eines Hündchens,songs,c. 1802-04-18,C major,,,
814,Ecce quam bonum,canons,1802-07-01,E-flat major,,,
815,Completorium,psalms,1802-07-23,C major,,,F-Pn D-5588 (840016579)
816,Freut euch des Lebens,songs,1802-10-28,G major,,,
817,Der Invalid an sein Holzbein,songs,1803-01-04,B-flat major,,,
818,Die verlassene Mutter am Strome,songs,1803-01-08,E major,,,
819,Die verlassene Mutter am Strome,songs,c. 1803-01-08,E major,,,
820,Die Feierabendstunde,songs,1803-02-21,G major,,,
821,An Ferdinand,pieces,1803-03-01,C major,,lost,
822,Commercelied,songs,1803-04-21,D major,,,
823,Marcia,marches,1803-04-22,C major,"Marcia, MH 823",,
824,Tenebrae,responsories,1803-06-25,A major,,,A-Sd A 591 (659000675)
825,Gott erhalte Franz den Kaiser,songs,1803-08-14,G major,,,
826,Missa subtitulo Sancti Francisci Seraphici,masses,1803-08-16,D minor,,,
827,Domine Deus salutis,offertories,1803-08-23,G major,,,
828,Cantate Domino,graduals,1803-08-30,A major,"Cantate Domino, MH 828",,
829,Te Deum,te deum,1803-09-20,D major,,,
830,Stella caeli,sacred songs,1803-09-29,F major,,,
831,Der Christ auf Golgatha,sacred songs,1804-03-15,G minor,"Der Christ auf Golgotha bey dem Tode Jesu, MH 831",,
832,An den Hain zu Aigen,songs,1804-04-16,C major,,,
833,Sehnsucht nach dem Landleben,songs,1804-11-25,C major,,,
834,An den Herrn von Moll,songs,1805-02-04,E-flat major,,,
835,An den Herrn von Moll,songs,c. 1805-02-04,E-flat major,,,
836,Deutsches Te Deum,te deum,1805-06-05,C major,"Te Deum, MH 836",,
837,Missa sub titulo Sancti Leopoldi,masses,1805-12-22,G major,,,
838,Missa pro defunctis,requiems,1806,B-flat major,"Requiem in B-flat major, MH 838",unfinished at the time of Haydn’s death on 1806-08-10,
